"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2020-21","611","Bibb County","ALL","All Column Values","General Administration",2697568.81,2350980.31,5048549.12,1.8,1.47,1.96,1.69
"2020-21","611","Bibb County","ALL","All Column Values","School Administration",15796534.41,10367622.45,26164156.86,9.33,7.62,10.17,8.78
"2020-21","611","Bibb County","ALL","All Column Values","Teachers and Paraprofessionals",161391822.62,83925961,245317783.62,87.49,71.45,95.34,82.36
"2020-21","612","Bleckley County","ALL","All Column Values","General Administration",635715.64,334798.53,970514.17,3.34,2.5,3.58,2.26
"2020-21","612","Bleckley County","ALL","All Column Values","School Administration",1781825.43,860662.35,2642487.78,9.09,6.8,9.75,6.16
"2020-21","612","Bleckley County","ALL","All Column Values","Teachers and Paraprofessionals",19241637.63,8516411.2,27758048.83,95.44,71.42,102.38,64.67
"2020-21","613","Brantley County","ALL","All Column Values","General Administration",797715.37,385775.01,1183490.38,3.01,2.64,3.31,2.97
"2020-21","613","Brantley County","ALL","All Column Values","School Administration",2667024.83,1247243.68,3914268.51,9.96,8.73,10.96,9.81
"2020-21","613","Brantley County","ALL","All Column Values","Teachers and Paraprofessionals",26638185.59,11409396.45,38047582.04,96.83,84.83,106.5,95.33
"2020-21","614","Brooks County","ALL","All Column Values","General Administration",1342854.54,859347.08,2202201.62,7.56,6.76,8.33,5.82
"2020-21","614","Brooks County","ALL","All Column Values","School Administration",2310654.44,1275906.88,3586561.32,12.31,11.01,13.56,9.48
"2020-21","614","Brooks County","ALL","All Column Values","Teachers and Paraprofessionals",15409155.7,7877121.85,23286277.55,79.95,71.47,88.04,61.53
"2020-21","615","Bryan County","ALL","All Column Values","General Administration",2100499.34,858058.58,2958557.92,3.15,2.22,3.31,2.51
"2020-21","615","Bryan County","ALL","All Column Values","School Administration",6717960.82,3228118.39,9946079.21,10.58,7.48,11.12,8.43
"2020-21","615","Bryan County","ALL","All Column Values","Teachers and Paraprofessionals",70424801.29,30711875.62,101136676.91,107.62,76.05,113.07,85.71
"2020-21","616","Bulloch County","ALL","All Column Values","General Administration",1161514.4,634372.26,1795886.66,1.43,1.22,1.68,1.39
"2020-21","616","Bulloch County","ALL","All Column Values","School Administration",8191730.64,4209848.87,12401579.51,9.85,8.41,11.58,9.58
"2020-21","616","Bulloch County","ALL","All Column Values","Teachers and Paraprofessionals",89438139.05,37339786.24,126777925.29,100.7,85.93,118.34,97.91
"2020-21","617","Burke County","ALL","All Column Values","General Administration",1721859.72,1097933.97,2819793.69,2.96,2.78,4.48,4.07
"2020-21","617","Burke County","ALL","All Column Values","School Administration",4338071.15,2217539.46,6555610.61,6.89,6.47,10.42,9.47
"2020-21","617","Burke County","ALL","All Column Values","Teachers and Paraprofessionals",40411101.87,20685550.18,61096652.05,64.23,60.27,97.13,88.26
"2020-21","618","Butts County","ALL","All Column Values","General Administration",498770.45,650195.22,1148965.67,3.02,2.47,3.25,2.85
"2020-21","618","Butts County","ALL","All Column Values","School Administration",3047400.59,1659352.58,4706753.17,12.38,10.12,13.3,11.66
"2020-21","618","Butts County","ALL","All Column Values","Teachers and Paraprofessionals",23564296.13,12391444.71,35955740.84,94.57,77.35,101.61,89.05
"2020-21","619","Calhoun County","ALL","All Column Values","General Administration",585517.89,288125.14,873643.03,9.99,5.62,11.08,5.22
"2020-21","619","Calhoun County","ALL","All Column Values","School Administration",528689.41,323923.76,852613.17,9.75,5.49,10.81,5.09
"2020-21","619","Calhoun County","ALL","All Column Values","Teachers and Paraprofessionals",3715912.18,2024245.56,5740157.74,65.66,36.95,72.8,34.29
"2020-21","620","Camden County","ALL","All Column Values","General Administration",631074.24,452660.96,1083735.2,1.04,0.89,1.19,0.99
"2020-21","620","Camden County","ALL","All Column Values","School Administration",6864260.72,3084937.18,9949197.9,9.54,8.17,10.95,9.09
"2020-21","620","Camden County","ALL","All Column Values","Teachers and Paraprofessionals",70503784.17,27551561.62,98055345.79,94.04,80.52,107.92,89.59
"2020-21","621","Candler County","ALL","All Column Values","General Administration",1016070.24,494511.43,1510581.67,6.51,5.49,7.02,6.35
"2020-21","621","Candler County","ALL","All Column Values","School Administration",1357442.96,867075.35,2224518.31,9.59,8.08,10.33,9.35
"2020-21","621","Candler County","ALL","All Column Values","Teachers and Paraprofessionals",14811335.86,8151345.05,22962680.91,99.02,83.39,106.67,96.5
"2020-21","622","Carroll County","ALL","All Column Values","General Administration",1244957.52,904142.81,2149100.33,1.31,0.91,1.39,1.11
"2020-21","622","Carroll County","ALL","All Column Values","School Administration",10791775.66,6547638.79,17339414.45,10.59,7.35,11.24,8.94
"2020-21","622","Carroll County","ALL","All Column Values","Teachers and Paraprofessionals",107873333,56046609.55,163919942.55,100.07,69.48,106.3,84.49
"2020-21","623","Catoosa County","ALL","All Column Values","General Administration",726005.28,631077,1357082.28,1.1,0.95,1.13,1.01
"2020-21","623","Catoosa County","ALL","All Column Values","School Administration",7898940.84,5088669.99,12987610.83,10.49,9.11,10.77,9.63
"2020-21","623","Catoosa County","ALL","All Column Values","Teachers and Paraprofessionals",94720604.95,46824213.56,141544818.51,114.33,99.28,117.43,105
"2020-21","624","Charlton County","ALL","All Column Values","General Administration",586320.62,331248.62,917569.24,4.2,3.8,4.86,4.38
"2020-21","624","Charlton County","ALL","All Column Values","School Administration",1361239.15,751203.09,2112442.24,9.67,8.76,11.2,10.09
"2020-21","624","Charlton County","ALL","All Column Values","Teachers and Paraprofessionals",11934844.12,5762890.11,17697734.23,80.98,73.35,93.8,84.57
"2020-21","625","Savannah-Chatham County","ALL","All Column Values","General Administration",11428021.32,5501392.7,16929414.02,3.29,2.78,3.63,3
"2020-21","625","Savannah-Chatham County","ALL","All Column Values","School Administration",26974918.66,15739089.08,42714007.74,8.29,7.01,9.15,7.58
"2020-21","625","Savannah-Chatham County","ALL","All Column Values","Teachers and Paraprofessionals",314717215.08,152474051.7,467191266.78,90.72,76.68,100.12,82.88
"2020-21","626","Chattahoochee County","ALL","All Column Values","General Administration",1014381.67,467022.65,1481404.32,12.44,8.38,15.24,9.15
"2020-21","626","Chattahoochee County","ALL","All Column Values","School Administration",785207.14,368080.15,1153287.29,9.69,6.52,11.87,7.13
"2020-21","626","Chattahoochee County","ALL","All Column Values","Teachers and Paraprofessionals",6198884.31,2680322.98,8879207.29,74.58,50.2,91.37,54.86
"2020-21","627","Chattooga County","ALL","All Column Values","General Administration",757347.24,336895.13,1094242.37,3.59,3.17,3.88,3.45
"2020-21","627","Chattooga County","ALL","All Column Values","School Administration",1920454.44,1144449.2,3064903.64,10.04,8.88,10.86,9.65
"2020-21","627","Chattooga County","ALL","All Column Values","Teachers and Paraprofessionals",19032848.25,9497274.1,28530122.35,93.48,82.62,101.1,89.86
"2020-21","628","Cherokee County","ALL","All Column Values","General Administration",4573731.32,2692102.31,7265833.63,1.58,1.32,1.63,1.37
"2020-21","628","Cherokee County","ALL","All Column Values","School Administration",24896154.66,15862738.26,40758892.92,8.87,7.43,9.16,7.69
"2020-21","628","Cherokee County","ALL","All Column Values","Teachers and Paraprofessionals",360517914.02,170505224.78,531023138.8,115.57,96.8,119.31,100.23
"2020-21","629","Clarke County","ALL","All Column Values","General Administration",2547050.48,1163855.66,3710906.14,1.85,1.57,2.04,1.68
"2020-21","629","Clarke County","ALL","All Column Values","School Administration",10171106.2,5624623.12,15795729.32,7.86,6.69,8.68,7.15
"2020-21","629","Clarke County","ALL","All Column Values","Teachers and Paraprofessionals",122680928.17,66007978.06,188688906.23,93.92,79.86,103.65,85.36
"2020-21","630","Clay County","ALL","All Column Values","General Administration",497397.24,163086.07,660483.31,13.69,12.37,14.36,13.32
"2020-21","630","Clay County","ALL","All Column Values","School Administration",424821.95,224229.22,649051.17,13.45,12.16,14.11,13.09
"2020-21","630","Clay County","ALL","All Column Values","Teachers and Paraprofessionals",1765898.81,759003.96,2524902.77,52.34,47.29,54.89,50.93
"2020-21","631","Clayton County","ALL","All Column Values","General Administration",9363356.72,3951219.51,13314576.23,2.17,1.88,2.4,2.04
"2020-21","631","Clayton County","ALL","All Column Values","School Administration",40878044.4,18569813.76,59447858.16,9.69,8.41,10.72,9.09
"2020-21","631","Clayton County","ALL","All Column Values","Teachers and Paraprofessionals",366570266.3,163065994.46,529636260.76,86.36,74.96,95.47,80.95
"2020-21","632","Clinch County","ALL","All Column Values","General Administration",775339.03,423453.6,1198792.63,7.04,6.35,8.28,7.64
"2020-21","632","Clinch County","ALL","All Column Values","School Administration",825091.64,467432.2,1292523.84,7.59,6.84,8.92,8.24
"2020-21","632","Clinch County","ALL","All Column Values","Teachers and Paraprofessionals",9942917.05,5135566.35,15078483.4,88.5,79.85,104.09,96.11
"2020-21","633","Cobb County","ALL","All Column Values","General Administration",12437281.84,9819166.59,22256448.43,1.63,1.42,1.81,1.55
"2020-21","633","Cobb County","ALL","All Column Values","School Administration",77446757.11,46165197.1,123611954.21,9.06,7.88,10.07,8.6
"2020-21","633","Cobb County","ALL","All Column Values","Teachers and Paraprofessionals",1033212446.86,491185593.47,1524398040.33,111.76,97.15,124.14,106.04
"2020-21","634","Coffee County","ALL","All Column Values","General Administration",1248288.71,664292.98,1912581.69,2.32,1.99,2.41,2.09
"2020-21","634","Coffee County","ALL","All Column Values","School Administration",4018724.05,2601111.25,6619835.3,8.04,6.89,8.35,7.22
"2020-21","634","Coffee County","ALL","All Column Values","Teachers and Paraprofessionals",55923776.6,29157253.16,85081029.76,103.29,88.52,107.34,92.76
"2020-21","635","Colquitt County","ALL","All Column Values","General Administration",1735575.07,823127.23,2558702.3,2.36,2.12,2.51,2.27
"2020-21","635","Colquitt County","ALL","All Column Values","School Administration",6428409.32,2807844.66,9236253.98,8.51,7.64,9.07,8.18
"2020-21","635","Colquitt County","ALL","All Column Values","Teachers and Paraprofessionals",73825575.97,33859934.58,107685510.55,99.22,89.08,105.71,95.37
"2020-21","636","Columbia County","ALL","All Column Values","General Administration",645617.04,1214117.58,1859734.62,0.65,0.56,0.7,0.59
"2020-21","636","Columbia County","ALL","All Column Values","School Administration",15779486.42,9586283.49,25365769.91,8.9,7.7,9.56,8.01
"2020-21","636","Columbia County","ALL","All Column Values","Teachers and Paraprofessionals",213538171.17,103917658.99,317455830.16,111.39,96.41,119.59,100.23
"2020-21","637","Cook County","ALL","All Column Values","General Administration",1254130.89,509434.71,1763565.6,5.18,3.39,5.5,4.63
"2020-21","637","Cook County","ALL","All Column Values","School Administration",1925510.82,1081349.7,3006860.52,8.83,5.77,9.37,7.89
"2020-21","637","Cook County","ALL","All Column Values","Teachers and Paraprofessionals",23672142.97,10841500.72,34513643.69,101.33,66.28,107.59,90.54
"2020-21","638","Coweta County","ALL","All Column Values","General Administration",974118.26,864394.18,1838512.44,0.76,0.64,0.81,0.63
"2020-21","638","Coweta County","ALL","All Column Values","School Administration",16283167.56,9234631.55,25517799.11,10.55,8.84,11.26,8.8
"2020-21","638","Coweta County","ALL","All Column Values","Teachers and Paraprofessionals",189101907.82,89596874.73,278698782.55,115.21,96.57,123.03,96.09
"2020-21","639","Crawford County","ALL","All Column Values","General Administration",1079707.18,506006.65,1585713.83,9.66,3.87,8.91,3.73
"2020-21","639","Crawford County","ALL","All Column Values","School Administration",1191130.73,810880.39,2002011.12,12.19,4.88,11.25,4.71
"2020-21","639","Crawford County","ALL","All Column Values","Teachers and Paraprofessionals",13319964.15,6136101.58,19456065.73,118.51,47.45,109.36,45.74
"2020-21","640","Crisp County","ALL","All Column Values","General Administration",1097762.35,567148.91,1664911.26,3.52,2.75,3.86,3.13
"2020-21","640","Crisp County","ALL","All Column Values","School Administration",2530233.25,1609766.22,4139999.47,8.75,6.83,9.61,7.78
"2020-21","640","Crisp County","ALL","All Column Values","Teachers and Paraprofessionals",29505398.04,15313930.35,44819328.39,94.71,73.92,103.99,84.26
"2020-21","641","Dade County","ALL","All Column Values","General Administration",347856.04,310973.52,658829.56,2.92,2.45,3.03,2.48
"2020-21","641","Dade County","ALL","All Column Values","School Administration",1475895.34,831134.7,2307030.04,10.23,8.57,10.62,8.7
"2020-21","641","Dade County","ALL","All Column Values","Teachers and Paraprofessionals",15803335.23,8499173.11,24302508.34,107.73,90.31,111.9,91.66
"2020-21","642","Dawson County","ALL","All Column Values","General Administration",817744.11,512346.45,1330090.56,2.67,2.04,2.96,2.33
"2020-21","642","Dawson County","ALL","All Column Values","School Administration",3476755.71,1665402.8,5142158.51,10.33,7.89,11.43,9.02
"2020-21","642","Dawson County","ALL","All Column Values","Teachers and Paraprofessionals",30717073.93,16162030.06,46879103.99,94.15,71.96,104.22,82.21
"2020-21","643","Decatur County","ALL","All Column Values","General Administration",814375,256885.91,1071260.91,1.73,1.52,2.23,1.93
"2020-21","643","Decatur County","ALL","All Column Values","School Administration",3603987.6,1644906.36,5248893.96,8.49,7.46,10.94,9.46
"2020-21","643","Decatur County","ALL","All Column Values","Teachers and Paraprofessionals",34682293.57,17038674.15,51720967.72,83.64,73.51,107.81,93.26
"2020-21","644","DeKalb County","ALL","All Column Values","General Administration",12685330.78,10743816.6,23429147.38,1.7,1.52,1.81,1.64
"2020-21","644","DeKalb County","ALL","All Column Values","School Administration",83441299.52,42086306.64,125527606.16,9.11,8.13,9.69,8.76
"2020-21","644","DeKalb County","ALL","All Column Values","Teachers and Paraprofessionals",930638189.85,412003423.49,1342641613.34,97.4,86.95,103.65,93.74
"2020-21","645","Dodge County","ALL","All Column Values","General Administration",681630.66,345634.98,1027265.64,2.88,2.46,3.26,2.87
"2020-21","645","Dodge County","ALL","All Column Values","School Administration",1684212.82,840491.58,2524704.4,7.08,6.05,8.02,7.05
"2020-21","645","Dodge County","ALL","All Column Values","Teachers and Paraprofessionals",26136942.64,12259774.68,38396717.32,107.64,92.06,122.02,107.26
"2020-21","646","Dooly County","ALL","All Column Values","General Administration",890982.49,416614.74,1307597.23,8.07,5.28,8.97,7.59
"2020-21","646","Dooly County","ALL","All Column Values","School Administration",888660.12,640787.14,1529447.26,9.44,6.18,10.49,8.88
"2020-21","646","Dooly County","ALL","All Column Values","Teachers and Paraprofessionals",8155073.05,4111987.09,12267060.14,75.73,49.54,84.17,71.24
"2020-21","647","Dougherty County","ALL","All Column Values","General Administration",3024227.76,1771218.35,4795446.11,2.66,2.33,2.87,2.52
"2020-21","647","Dougherty County","ALL","All Column Values","School Administration",11774509.01,6194690.65,17969199.66,9.95,8.73,10.76,9.46
"2020-21","647","Dougherty County","ALL","All Column Values","Teachers and Paraprofessionals",99724099.3,53910935.72,153635035.02,85.09,74.62,92,80.89
"2020-21","648","Douglas County","ALL","All Column Values","General Administration",2431604.72,1812965.76,4244570.48,1.43,1.22,1.53,1.26
"2020-21","648","Douglas County","ALL","All Column Values","School Administration",18739898.64,12065620.79,30805519.43,10.39,8.82,11.07,9.11
"2020-21","648","Douglas County","ALL","All Column Values","Teachers and Paraprofessionals",213393478.57,106950846,320344324.57,108.02,91.76,115.14,94.76
"2020-21","649","Early County","ALL","All Column Values","General Administration",587630.68,380848.8,968479.48,4.05,3.65,4.17,3.72
"2020-21","649","Early County","ALL","All Column Values","School Administration",1708743.36,797479.9,2506223.26,10.47,9.44,10.8,9.64
"2020-21","649","Early County","ALL","All Column Values","Teachers and Paraprofessionals",17505740.1,8743019.56,26248759.66,109.64,98.86,113.07,100.94
"2020-21","650","Echols County","ALL","All Column Values","General Administration",514928.04,338973.29,853901.33,7.95,7.12,9.42,8.4
"2020-21","650","Echols County","ALL","All Column Values","School Administration",484872.14,313861.08,798733.22,7.43,6.66,8.81,7.85
"2020-21","650","Echols County","ALL","All Column Values","Teachers and Paraprofessionals",6377446.56,3379678.03,9757124.59,90.79,81.37,107.67,95.93
"2020-21","651","Effingham County","ALL","All Column Values","General Administration",2914876.34,1548076.6,4462952.94,3.33,2.89,3.42,3.06
"2020-21","651","Effingham County","ALL","All Column Values","School Administration",8465247.54,4721231.98,13186479.52,9.85,8.54,10.11,9.05
"2020-21","651","Effingham County","ALL","All Column Values","Teachers and Paraprofessionals",114381567.96,46465655.12,160847223.08,120.15,104.13,123.34,110.36
"2020-21","652","Elbert County","ALL","All Column Values","General Administration",545380.04,478446.27,1023826.31,2.7,2.39,2.98,2.64
"2020-21","652","Elbert County","ALL","All Column Values","School Administration",2420119.02,1580844.25,4000963.27,10.56,9.35,11.64,10.3
"2020-21","652","Elbert County","ALL","All Column Values","Teachers and Paraprofessionals",24376009.86,12762841.81,37138851.67,97.98,86.8,108.08,95.62
"2020-21","653","Emanuel County","ALL","All Column Values","General Administration",1127771.35,698243.78,1826015.13,3.97,3.32,4.11,3.35
"2020-21","653","Emanuel County","ALL","All Column Values","School Administration",2870571.11,1732146.46,4602717.57,10,8.36,10.36,8.43
"2020-21","653","Emanuel County","ALL","All Column Values","Teachers and Paraprofessionals",31427674.07,16956109.3,48383783.37,105.12,87.86,108.95,88.64
"2020-21","654","Evans County","ALL","All Column Values","General Administration",675737.63,409334.5,1085072.13,4.66,3.1,5.19,3.09
"2020-21","654","Evans County","ALL","All Column Values","School Administration",1707744.39,767680.97,2475425.36,10.63,7.07,11.85,7.06
"2020-21","654","Evans County","ALL","All Column Values","Teachers and Paraprofessionals",12229603.3,5793503.43,18023106.73,77.43,51.49,86.26,51.38
"2020-21","655","Fannin County","ALL","All Column Values","General Administration",1510910.42,809028.94,2319939.36,5.47,3.93,6.13,3.9
"2020-21","655","Fannin County","ALL","All Column Values","School Administration",2231737.6,1621183.55,3852921.15,9.09,6.52,10.19,6.47
"2020-21","655","Fannin County","ALL","All Column Values","Teachers and Paraprofessionals",24451411.26,14283113.04,38734524.3,91.34,65.55,102.43,65.04
"2020-21","656","Fayette County","ALL","All Column Values","General Administration",1963331.24,1480584.8,3443916.04,1.41,1.16,1.47,1.22
"2020-21","656","Fayette County","ALL","All Column Values","School Administration",13581025.95,8321023.37,21902049.32,8.98,7.4,9.32,7.73
"2020-21","656","Fayette County","ALL","All Column Values","Teachers and Paraprofessionals",190499916.46,87275787.32,277775703.78,113.89,93.89,118.24,98.03
"2020-21","657","Floyd County","ALL","All Column Values","General Administration",1656362.45,1971916.73,3628279.18,3.21,2.77,3.48,2.79
"2020-21","657","Floyd County","ALL","All Column Values","School Administration",7619258.51,4164095.94,11783354.45,10.44,9,11.31,9.06
"2020-21","657","Floyd County","ALL","All Column Values","Teachers and Paraprofessionals",78929898.56,38143572.53,117073471.09,103.7,89.42,112.35,90.02
"2020-21","658","Forsyth County","ALL","All Column Values","General Administration",3619913.27,1757677.86,5377591.13,1.02,0.85,1.06,0.76
"2020-21","658","Forsyth County","ALL","All Column Values","School Administration",28931235.88,17005127.27,45936363.15,8.76,7.23,9.1,6.46
"2020-21","658","Forsyth County","ALL","All Column Values","Teachers and Paraprofessionals",436156254.58,206727623.34,642883877.92,122.53,101.23,127.31,90.44
"2020-21","659","Franklin County","ALL","All Column Values","General Administration",545242.83,353797.37,899040.2,2.05,1.9,2.31,2.24
"2020-21","659","Franklin County","ALL","All Column Values","School Administration",2413020.71,1491624.02,3904644.73,8.92,8.24,10.03,9.75
"2020-21","659","Franklin County","ALL","All Column Values","Teachers and Paraprofessionals",31869202.98,15284194.67,47153397.65,107.72,99.56,121.08,117.69
"2020-21","660","Fulton County","ALL","All Column Values","General Administration",11859856.73,16601564.34,28461421.07,2.36,2,2.49,2.07
"2020-21","660","Fulton County","ALL","All Column Values","School Administration",64197855.47,34854660.03,99052515.5,8.22,6.96,8.67,7.21
"2020-21","660","Fulton County","ALL","All Column Values","Teachers and Paraprofessionals",802107947.9,349466156.05,1151574103.95,95.59,80.9,100.81,83.86
"2020-21","661","Gilmer County","ALL","All Column Values","General Administration",676392.69,541175.23,1217567.92,2.48,1.93,2.67,1.81
"2020-21","661","Gilmer County","ALL","All Column Values","School Administration",2671526.81,1704120.12,4375646.93,8.92,6.92,9.6,6.51
"2020-21","661","Gilmer County","ALL","All Column Values","Teachers and Paraprofessionals",31942589.9,16986130.16,48928720.06,99.79,77.4,107.3,72.78
"2020-21","662","Glascock County","ALL","All Column Values","General Administration",482704.16,214864.29,697568.45,8.78,7.78,9.15,8.38
"2020-21","662","Glascock County","ALL","All Column Values","School Administration",405290.53,181020.16,586310.69,7.38,6.54,7.69,7.04
"2020-21","662","Glascock County","ALL","All Column Values","Teachers and Paraprofessionals",4746220.12,2088132.28,6834352.4,86.05,76.22,89.63,82.09
"2020-21","663","Glynn County","ALL","All Column Values","General Administration",914161.68,989563.04,1903724.72,1.24,0.98,1.31,1.1
"2020-21","663","Glynn County","ALL","All Column Values","School Administration",8594269.74,4579129.61,13173399.35,8.58,6.78,9.07,7.63
"2020-21","663","Glynn County","ALL","All Column Values","Teachers and Paraprofessionals",112129686.77,54695183.87,166824870.64,108.66,85.9,114.91,96.59
"2020-21","664","Gordon County","ALL","All Column Values","General Administration",859365.61,576892.57,1436258.18,2.05,1.77,2.11,1.85
"2020-21","664","Gordon County","ALL","All Column Values","School Administration",4717537.53,2864906.31,7582443.84,10.84,9.32,11.16,9.79
"2020-21","664","Gordon County","ALL","All Column Values","Teachers and Paraprofessionals",50640172.82,24815896.56,75456069.38,107.88,92.75,111.07,97.41
"2020-21","665","Grady County","ALL","All Column Values","General Administration",600120.39,310464.97,910585.36,1.83,1.58,1.95,1.5
"2020-21","665","Grady County","ALL","All Column Values","School Administration",3194935.6,1611084.41,4806020.01,9.65,8.32,10.31,7.93
"2020-21","665","Grady County","ALL","All Column Values","Teachers and Paraprofessionals",35537550.03,16212932.17,51750482.2,103.9,89.58,111.05,85.35
"2020-21","666","Greene County","ALL","All Column Values","General Administration",1073013.66,643553.05,1716566.71,4.04,3.42,4.41,4.04
"2020-21","666","Greene County","ALL","All Column Values","School Administration",2104678.02,1171256.49,3275934.51,7.71,6.53,8.42,7.7
"2020-21","666","Greene County","ALL","All Column Values","Teachers and Paraprofessionals",25904040.91,13373768.23,39277809.14,92.49,78.32,100.94,92.33
"2020-21","667","Gwinnett County","ALL","All Column Values","General Administration",8010635.4,5623650.5,13634285.9,0.68,0.55,0.72,0.58
"2020-21","667","Gwinnett County","ALL","All Column Values","School Administration",139529344.73,88610734.09,228140078.82,11.42,9.17,11.99,9.77
"2020-21","667","Gwinnett County","ALL","All Column Values","Teachers and Paraprofessionals",1489343533.95,720859702.62,2210203236.57,110.65,88.82,116.18,94.62
"2020-21","668","Habersham County","ALL","All Column Values","General Administration",870298.98,437072.9,1307371.88,1.55,1.31,1.64,1.41
"2020-21","668","Habersham County","ALL","All Column Values","School Administration",5197381.92,3025086.35,8222468.27,9.74,8.23,10.34,8.87
"2020-21","668","Habersham County","ALL","All Column Values","Teachers and Paraprofessionals",59052514.97,30746939.45,89799454.42,106.39,89.87,112.93,96.92
"2020-21","669","Hall County","ALL","All Column Values","General Administration",1575269.65,3115649.34,4690918.99,1.51,0.9,1.68,1.3
"2020-21","669","Hall County","ALL","All Column Values","School Administration",17525009.85,10443415.32,27968425.17,8.98,5.39,10.03,7.78
"2020-21","669","Hall County","ALL","All Column Values","Teachers and Paraprofessionals",217169614.78,105853468.99,323023083.77,103.76,62.2,115.83,89.82
"2020-21","670","Hancock County","ALL","All Column Values","General Administration",632240.21,287380.35,919620.56,6.83,6.12,7.07,6.57
"2020-21","670","Hancock County","ALL","All Column Values","School Administration",919263.53,368017.38,1287280.91,9.56,8.57,9.9,9.2
