"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2020-21","Atlanta Public Schools","Heritage Academy Elementary","Teachers","Total",34.2,1.6,5
"2020-21","Atlanta Public Schools","Hillside Conant School","Teachers","High Poverty",10,5.3,53
"2020-21","Atlanta Public Schools","Hillside Conant School","Teachers","Total",10,5.3,53
"2020-21","Atlanta Public Schools","Humphries Elementary School","Teachers","High Poverty",25.8,0.3,1
"2020-21","Atlanta Public Schools","Humphries Elementary School","Teachers","Total",25.8,0.3,1
"2020-21","Atlanta Public Schools","Hutchinson Elementary School","Teachers","High Poverty",27.4,0.2,1
"2020-21","Atlanta Public Schools","Hutchinson Elementary School","Teachers","Total",27.4,0.2,1
"2020-21","Atlanta Public Schools","Inman Middle School","Teachers","Low Poverty",76,3.3,4
"2020-21","Atlanta Public Schools","Inman Middle School","Teachers","Total",76,3.3,4
"2020-21","Atlanta Public Schools","Jackson Elementary School","Teachers","Low Poverty",46.1,0,0
"2020-21","Atlanta Public Schools","Jackson Elementary School","Teachers","Total",46.1,0,0
"2020-21","Atlanta Public Schools","John Lewis Invictus Academy","Teachers","High Poverty",64.3,3.3,5
"2020-21","Atlanta Public Schools","John Lewis Invictus Academy","Teachers","Total",64.3,3.3,5
"2020-21","Atlanta Public Schools","KIPP Atlanta Collegiate Academy","Teachers","High Poverty",60,19.5,33
"2020-21","Atlanta Public Schools","KIPP Atlanta Collegiate Academy","Teachers","Total",60,19.5,33
"2020-21","Atlanta Public Schools","KIPP Soul Academy","Teachers","High Poverty",15,5.7,38
"2020-21","Atlanta Public Schools","KIPP Soul Academy","Teachers","Total",15,5.7,38
"2020-21","Atlanta Public Schools","KIPP Soul Primary","Teachers","High Poverty",17.5,9,51
"2020-21","Atlanta Public Schools","KIPP Soul Primary","Teachers","Total",17.5,9,51
"2020-21","Atlanta Public Schools","KIPP Strive Primary","Teachers","High Poverty",31,11.8,38
"2020-21","Atlanta Public Schools","KIPP Strive Primary","Teachers","Total",31,11.8,38
"2020-21","Atlanta Public Schools","KIPP VISION","Teachers","High Poverty",30,17.7,59
"2020-21","Atlanta Public Schools","KIPP VISION","Teachers","Total",30,17.7,59
"2020-21","Atlanta Public Schools","KIPP Vision Primary","Teachers","High Poverty",33,14.4,44
"2020-21","Atlanta Public Schools","KIPP Vision Primary","Teachers","Total",33,14.4,44
"2020-21","Atlanta Public Schools","KIPP West Atlanta Young Scholars Academy","Teachers","High Poverty",31.4,15.9,51
"2020-21","Atlanta Public Schools","KIPP West Atlanta Young Scholars Academy","Teachers","Total",31.4,15.9,51
"2020-21","Atlanta Public Schools","Kimberly Elementary School","Teachers","High Poverty",31.8,1.4,4
"2020-21","Atlanta Public Schools","Kimberly Elementary School","Teachers","Total",31.8,1.4,4
"2020-21","Atlanta Public Schools","Kindezi","Teachers","High Poverty",63,5.8,9
"2020-21","Atlanta Public Schools","Kindezi","Teachers","Total",63,5.8,9
"2020-21","Atlanta Public Schools","Kindezi Old 4th Ward","Teachers","High Poverty",68,9.4,14
"2020-21","Atlanta Public Schools","Kindezi Old 4th Ward","Teachers","Total",68,9.4,14
"2020-21","Atlanta Public Schools","King Middle School","Teachers","High Poverty",61.5,1,2
"2020-21","Atlanta Public Schools","King Middle School","Teachers","Total",61.5,1,2
"2020-21","Atlanta Public Schools","Kipp Strive Academy","Teachers","High Poverty",31.8,17.2,54
"2020-21","Atlanta Public Schools","Kipp Strive Academy","Teachers","Total",31.8,17.2,54
"2020-21","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","High Poverty",34.1,12.6,37
"2020-21","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","Total",34.1,12.6,37
"2020-21","Atlanta Public Schools","Lin Elementary School","Teachers","Low Poverty",42.5,0.3,1
"2020-21","Atlanta Public Schools","Lin Elementary School","Teachers","Total",42.5,0.3,1
"2020-21","Atlanta Public Schools","Long Middle School","Teachers","High Poverty",59.5,4.2,7
"2020-21","Atlanta Public Schools","Long Middle School","Teachers","Total",59.5,4.2,7
"2020-21","Atlanta Public Schools","M. A. Jones Elementary School","Teachers","High Poverty",32.5,2.6,8
"2020-21","Atlanta Public Schools","M. A. Jones Elementary School","Teachers","Total",32.5,2.6,8
"2020-21","Atlanta Public Schools","Maynard H. Jackson, Jr. High School","Teachers","Total",91.6,3.9,4
"2020-21","Atlanta Public Schools","Mays High School","Teachers","High Poverty",78.4,8,10
"2020-21","Atlanta Public Schools","Mays High School","Teachers","Total",78.4,8,10
"2020-21","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Teachers","High Poverty",62,5.5,9
"2020-21","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Teachers","Total",62,5.5,9
"2020-21","Atlanta Public Schools","Miles Elementary School","Teachers","High Poverty",43.3,0.3,1
"2020-21","Atlanta Public Schools","Miles Elementary School","Teachers","Total",43.3,0.3,1
"2020-21","Atlanta Public Schools","Morningside Elementary School","Teachers","Low Poverty",56,0,0
"2020-21","Atlanta Public Schools","Morningside Elementary School","Teachers","Total",56,0,0
"2020-21","Atlanta Public Schools","North Atlanta High School","Teachers","Low Poverty",130.3,9.1,7
"2020-21","Atlanta Public Schools","North Atlanta High School","Teachers","Total",130.3,9.1,7
"2020-21","Atlanta Public Schools","Parkside Elementary School","Teachers","Total",41.3,2.6,6
"2020-21","Atlanta Public Schools","Perkerson Elementary School","Teachers","High Poverty",33.5,5.7,17
"2020-21","Atlanta Public Schools","Perkerson Elementary School","Teachers","Total",33.5,5.7,17
"2020-21","Atlanta Public Schools","Peyton Forest Elementary School","Teachers","High Poverty",36.3,4.1,11
"2020-21","Atlanta Public Schools","Peyton Forest Elementary School","Teachers","Total",36.3,4.1,11
"2020-21","Atlanta Public Schools","Price Middle School","Teachers","High Poverty",36.5,3.6,10
"2020-21","Atlanta Public Schools","Price Middle School","Teachers","Total",36.5,3.6,10
"2020-21","Atlanta Public Schools","Rivers Elementary School","Teachers","Low Poverty",51.5,2.5,5
"2020-21","Atlanta Public Schools","Rivers Elementary School","Teachers","Total",51.5,2.5,5
"2020-21","Atlanta Public Schools","Scott Elementary School","Teachers","High Poverty",31.8,1.6,5
"2020-21","Atlanta Public Schools","Scott Elementary School","Teachers","Total",31.8,1.6,5
"2020-21","Atlanta Public Schools","Slater Elementary School","Teachers","High Poverty",37,3.3,9
"2020-21","Atlanta Public Schools","Slater Elementary School","Teachers","Total",37,3.3,9
"2020-21","Atlanta Public Schools","Smith Elementary School","Teachers","Low Poverty",62.9,1.2,2
"2020-21","Atlanta Public Schools","Smith Elementary School","Teachers","Total",62.9,1.2,2
"2020-21","Atlanta Public Schools","South Atlanta High School","Teachers","High Poverty",62.7,6.6,11
"2020-21","Atlanta Public Schools","South Atlanta High School","Teachers","Total",62.7,6.6,11
"2020-21","Atlanta Public Schools","Springdale Park Elementary School","Teachers","Low Poverty",55.5,2.5,5
"2020-21","Atlanta Public Schools","Springdale Park Elementary School","Teachers","Total",55.5,2.5,5
"2020-21","Atlanta Public Schools","Sutton Middle School","Teachers","Low Poverty",108,2.7,3
"2020-21","Atlanta Public Schools","Sutton Middle School","Teachers","Total",108,2.7,3
"2020-21","Atlanta Public Schools","Sylvan Hills Middle School","Teachers","High Poverty",40.5,1.8,5
"2020-21","Atlanta Public Schools","Sylvan Hills Middle School","Teachers","Total",40.5,1.8,5
"2020-21","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Teachers","High Poverty",31.5,0.6,2
"2020-21","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Teachers","Total",31.5,0.6,2
"2020-21","Atlanta Public Schools","Therrell High School","Teachers","High Poverty",57.4,2.8,5
"2020-21","Atlanta Public Schools","Therrell High School","Teachers","Total",57.4,2.8,5
"2020-21","Atlanta Public Schools","Thomasville Heights Elementary School","Teachers","High Poverty",32.5,2.4,7
"2020-21","Atlanta Public Schools","Thomasville Heights Elementary School","Teachers","Total",32.5,2.4,7
"2020-21","Atlanta Public Schools","Toomer Elementary School","Teachers","Total",35.4,0.3,1
"2020-21","Atlanta Public Schools","Tuskegee Airman Global Academy","Teachers","High Poverty",40.8,0.1,0
"2020-21","Atlanta Public Schools","Tuskegee Airman Global Academy","Teachers","Total",40.8,0.1,0
"2020-21","Atlanta Public Schools","Wesley International Academy Charter Facility","Teachers","Total",69,20.3,29
"2020-21","Atlanta Public Schools","West Manor Elementary School","Teachers","High Poverty",24.5,0,0
"2020-21","Atlanta Public Schools","West Manor Elementary School","Teachers","Total",24.5,0,0
"2020-21","Atlanta Public Schools","Westside Atlanta Charter School","Teachers","Total",31.3,3.6,11
"2020-21","Atlanta Public Schools","Woodson Park Academy","Teachers","High Poverty",49,26.8,55
"2020-21","Atlanta Public Schools","Woodson Park Academy","Teachers","Total",49,26.8,55
"2020-21","Atlanta Public Schools","Young Middle School","Teachers","High Poverty",63,19.6,31
"2020-21","Atlanta Public Schools","Young Middle School","Teachers","Total",63,19.6,31
"2020-21","Bacon County","Bacon County Elementary School","Teachers","Total",31.8,0,0
"2020-21","Bacon County","Bacon County High School","Teachers","Total",40,2.5,6
"2020-21","Bacon County","Bacon County Middle School","Teachers","Total",37.7,2,5
"2020-21","Bacon County","Bacon County Primary School","Teachers","Total",36.3,0,0
"2020-21","Bacon County","Bacon County- All Schools","Teachers","Total",145.7,4.5,3
"2020-21","Baker County","Baker County K12 School","Teachers","High Poverty",23,1.1,5
"2020-21","Baker County","Baker County K12 School","Teachers","Total",23,1.1,5
"2020-21","Baker County","Baker County- All Schools","Teachers","High Poverty",23,1.1,5
"2020-21","Baker County","Baker County- All Schools","Teachers","Total",23,1.1,5
"2020-21","Baldwin County","Baldwin County- All Schools","Teachers","High Poverty",232.7,24.4,10
"2020-21","Baldwin County","Baldwin County- All Schools","Teachers","Total",262.7,25.6,10
"2020-21","Baldwin County","Baldwin High School","Teachers","High Poverty",68.5,12.4,18
"2020-21","Baldwin County","Baldwin High School","Teachers","Total",68.5,12.4,18
"2020-21","Baldwin County","Lakeview Academy","Teachers","High Poverty",24.5,4.3,17
"2020-21","Baldwin County","Lakeview Academy","Teachers","Total",24.5,4.3,17
"2020-21","Baldwin County","Lakeview Primary","Teachers","High Poverty",35,1,3
"2020-21","Baldwin County","Lakeview Primary","Teachers","Total",35,1,3
"2020-21","Baldwin County","Midway Hills Academy","Teachers","Total",30.5,1.2,4
"2020-21","Baldwin County","Midway Hills Primary","Teachers","High Poverty",36,0.5,1
"2020-21","Baldwin County","Midway Hills Primary","Teachers","Total",36,0.5,1
"2020-21","Baldwin County","Oak Hill MS","Teachers","High Poverty",68.3,6.2,9
"2020-21","Baldwin County","Oak Hill MS","Teachers","Total",68.3,6.2,9
"2020-21","Banks County","Banks County Elementary School","Teachers","Total",45.5,2.3,5
"2020-21","Banks County","Banks County High School","Teachers","Low Poverty",57.6,4.6,8
"2020-21","Banks County","Banks County High School","Teachers","Total",57.6,4.6,8
"2020-21","Banks County","Banks County Middle School","Teachers","Total",36.4,1.5,4
"2020-21","Banks County","Banks County Primary School","Teachers","Total",45.5,0.8,2
"2020-21","Banks County","Banks County- All Schools","Teachers","Low Poverty",57.6,4.6,8
"2020-21","Banks County","Banks County- All Schools","Teachers","Total",184.9,9.1,5
"2020-21","Barrow County","Apalachee High School","Teachers","Low Poverty",112.3,1.5,1
"2020-21","Barrow County","Apalachee High School","Teachers","Total",112.3,1.5,1
"2020-21","Barrow County","Auburn Elementary School","Teachers","Total",56.2,2,4
"2020-21","Barrow County","Barrow Arts and Sciences Academy","Teachers","Low Poverty",39.1,0.6,1
"2020-21","Barrow County","Barrow Arts and Sciences Academy","Teachers","Total",39.1,0.6,1
"2020-21","Barrow County","Barrow County- All Schools","Teachers","Low Poverty",320,5.4,2
"2020-21","Barrow County","Barrow County- All Schools","Teachers","Total",991.3,19.3,2
"2020-21","Barrow County","Bear Creek Middle School","Teachers","Total",52.3,0.4,1
"2020-21","Barrow County","Bethlehem Elementary School","Teachers","Total",55,2.3,4
"2020-21","Barrow County","Bramlett Elementary School","Teachers","Low Poverty",47.1,1.7,4
"2020-21","Barrow County","Bramlett Elementary School","Teachers","Total",47.1,1.7,4
"2020-21","Barrow County","County Line Elementary School","Teachers","Total",44.3,1.5,3
"2020-21","Barrow County","Haymon-Morris Middle School","Teachers","Total",58.5,0,0
"2020-21","Barrow County","Holsenbeck Elementary School","Teachers","Total",55.1,1.5,3
"2020-21","Barrow County","Kennedy Elementary School","Teachers","Total",66.6,2,3
"2020-21","Barrow County","Russell Middle School","Teachers","Total",62.3,0,0
"2020-21","Barrow County","Statham Elementary School","Teachers","Total",56.5,1.4,2
"2020-21","Barrow County","Westside Middle School","Teachers","Total",53.2,0,0
"2020-21","Barrow County","Winder Elementary School","Teachers","Total",49.1,1.1,2
"2020-21","Barrow County","Winder-Barrow High School","Teachers","Low Poverty",121.6,1.7,1
"2020-21","Barrow County","Winder-Barrow High School","Teachers","Total",121.6,1.7,1
"2020-21","Barrow County","Yargo Elementary School","Teachers","Total",62.1,1.7,3
"2020-21","Bartow County","Adairsville Elementary School","Teachers","Total",51.5,0.2,0
"2020-21","Bartow County","Adairsville High School","Teachers","Total",56.8,1.1,2
"2020-21","Bartow County","Adairsville Middle School","Teachers","Total",45,1,2
"2020-21","Bartow County","Allatoona Elementary School","Teachers","Total",31,0,0
"2020-21","Bartow County","Bartow County- All Schools","Teachers","Total",857.3,11.7,1
"2020-21","Bartow County","Cass High School","Teachers","Total",85.3,3,3
"2020-21","Bartow County","Cass Middle School","Teachers","Total",54.5,1.6,3
"2020-21","Bartow County","Clear Creek Elementary School","Teachers","Total",44.5,0,0
"2020-21","Bartow County","Cloverleaf Elementary","Teachers","Total",47.5,0,0
"2020-21","Bartow County","Emerson Elementary School","Teachers","Total",34,0.7,2
"2020-21","Bartow County","Euharlee Elementary School","Teachers","Total",35.5,0,0
"2020-21","Bartow County","Hamilton Crossing Elementary School","Teachers","Total",38.5,0,0
"2020-21","Bartow County","Kingston Elementary School","Teachers","Total",36,0,0
"2020-21","Bartow County","Mission Road Elementary School","Teachers","Total",31.5,0,0
"2020-21","Bartow County","Pine Log Elementary","Teachers","Total",31.5,0,0
"2020-21","Bartow County","Red Top Middle School","Teachers","Total",42.5,0.6,1
"2020-21","Bartow County","Taylorsville Elementary School","Teachers","Total",32.5,0,0
"2020-21","Bartow County","White Elementary School","Teachers","Total",38,0,0
"2020-21","Bartow County","Woodland High School","Teachers","Total",80.2,3.7,5
"2020-21","Bartow County","Woodland Middle School at Euharlee","Teachers","Total",41,0,0
"2020-21","Ben Hill County","Ben Hill County Middle School","Teachers","Total",48.7,5.4,11
"2020-21","Ben Hill County","Ben Hill County Primary School","Teachers","Total",61.5,3,5
"2020-21","Ben Hill County","Ben Hill County- All Schools","Teachers","Total",208.2,21,10
"2020-21","Ben Hill County","Ben Hill Elementary School","Teachers","Total",45.8,0,0
"2020-21","Ben Hill County","Fitzgerald High School","Teachers","Total",52.3,12.6,24
"2020-21","Ben Hill County","Hurricane Transition Academy","Teachers","Total",0,0,0
"2020-21","Berrien County","Berrien Academy Performance Learning Center","Teachers","Low Poverty",2.1,0,0
"2020-21","Berrien County","Berrien Academy Performance Learning Center","Teachers","Total",2.1,0,0
"2020-21","Berrien County","Berrien County- All Schools","Teachers","Low Poverty",3.4,0,0
"2020-21","Berrien County","Berrien County- All Schools","Teachers","Total",201.3,6.7,3
"2020-21","Berrien County","Berrien Elementary School","Teachers","Total",43.2,0.7,2
"2020-21","Berrien County","Berrien High School","Teachers","Total",54.4,3.1,6
"2020-21","Berrien County","Berrien Middle School","Teachers","Total",46.8,0.9,2
"2020-21","Berrien County","Berrien Primary School","Teachers","Total",54.8,2,4
"2020-21","Bibb County","Alexander II Magnet School","Teachers","High Poverty",30,0.6,2
"2020-21","Bibb County","Alexander II Magnet School","Teachers","Total",30,0.6,2
"2020-21","Bibb County","Appling Middle School","Teachers","High Poverty",41.7,11.5,28
"2020-21","Bibb County","Appling Middle School","Teachers","Total",41.7,11.5,28
"2020-21","Bibb County","Ballard Hudson Middle School","Teachers","High Poverty",45.2,17.2,38
"2020-21","Bibb County","Ballard Hudson Middle School","Teachers","Total",45.2,17.2,38
"2020-21","Bibb County","Bernd Elementary School","Teachers","High Poverty",27,3.7,14
"2020-21","Bibb County","Bernd Elementary School","Teachers","Total",27,3.7,14
"2020-21","Bibb County","Bibb County- All Schools","Teachers","High Poverty",1342.5,239.8,18
"2020-21","Bibb County","Bibb County- All Schools","Teachers","Low Poverty",3,1.1,37
"2020-21","Bibb County","Bibb County- All Schools","Teachers","Total",1345.5,240.9,18
"2020-21","Bibb County","Bruce Elementary School","Teachers","High Poverty",24.5,6.7,27
"2020-21","Bibb County","Bruce Elementary School","Teachers","Total",24.5,6.7,27
"2020-21","Bibb County","Burdell Elementary School","Teachers","High Poverty",36.5,1.7,5
"2020-21","Bibb County","Burdell Elementary School","Teachers","Total",36.5,1.7,5
"2020-21","Bibb County","Carter Elementary School","Teachers","High Poverty",30.5,1.1,4
"2020-21","Bibb County","Carter Elementary School","Teachers","Total",30.5,1.1,4
"2020-21","Bibb County","Central High School","Teachers","High Poverty",56.9,13.5,24
"2020-21","Bibb County","Central High School","Teachers","Total",56.9,13.5,24
"2020-21","Bibb County","Hartley Elementary School","Teachers","High Poverty",29.5,6.9,23
"2020-21","Bibb County","Hartley Elementary School","Teachers","Total",29.5,6.9,23
"2020-21","Bibb County","Heard Elementary School","Teachers","High Poverty",37.2,3.5,9
"2020-21","Bibb County","Heard Elementary School","Teachers","Total",37.2,3.5,9
"2020-21","Bibb County","Heritage Elementary School","Teachers","High Poverty",39.9,4.8,12
"2020-21","Bibb County","Heritage Elementary School","Teachers","Total",39.9,4.8,12
"2020-21","Bibb County","Howard High School","Teachers","High Poverty",68,8.7,13
"2020-21","Bibb County","Howard High School","Teachers","Total",68,8.7,13
"2020-21","Bibb County","Howard Middle School","Teachers","High Poverty",58.7,13.1,22
"2020-21","Bibb County","Howard Middle School","Teachers","Total",58.7,13.1,22
"2020-21","Bibb County","Ingram/Pye Elementary School","Teachers","High Poverty",28.5,9,32
"2020-21","Bibb County","Ingram/Pye Elementary School","Teachers","Total",28.5,9,32
"2020-21","Bibb County","John Robert Lewis Elementary School","Teachers","High Poverty",41.7,6.4,15
"2020-21","Bibb County","John Robert Lewis Elementary School","Teachers","Total",41.7,6.4,15
"2020-21","Bibb County","Lane Elementary School","Teachers","High Poverty",28,0.6,2
"2020-21","Bibb County","Lane Elementary School","Teachers","Total",28,0.6,2
"2020-21","Bibb County","Martin Luther King Jr Elementary School","Teachers","High Poverty",39.8,10.6,27
"2020-21","Bibb County","Martin Luther King Jr Elementary School","Teachers","Total",39.8,10.6,27
"2020-21","Bibb County","Miller Magnet Middle School","Teachers","High Poverty",37.1,3,8
"2020-21","Bibb County","Miller Magnet Middle School","Teachers","Total",37.1,3,8
"2020-21","Bibb County","Northeast High School","Teachers","High Poverty",43.8,11.4,26
"2020-21","Bibb County","Northeast High School","Teachers","Total",43.8,11.4,26
"2020-21","Bibb County","Porter Elementary School","Teachers","High Poverty",28,0,0
"2020-21","Bibb County","Porter Elementary School","Teachers","Total",28,0,0
"2020-21","Bibb County","Price Academy","Teachers","Low Poverty",3,1.1,37
"2020-21","Bibb County","Price Academy","Teachers","Total",3,1.1,37
"2020-21","Bibb County","Rosa Taylor Elementary School","Teachers","High Poverty",40.5,4,10
