"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2019-20","Atlanta Public Schools","Fickett Elementary School","Teachers","Total",38.2,23.8,62
"2019-20","Atlanta Public Schools","Finch Elementary","Leaders","Not Applicable",2,2,100
"2019-20","Atlanta Public Schools","Finch Elementary","Teachers","Total",35,15.7,45
"2019-20","Atlanta Public Schools","Garden Hills Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","Garden Hills Elementary School","Teachers","Total",44,19,43
"2019-20","Atlanta Public Schools","Gideons Elementary School","Leaders","Not Applicable",5,3,60
"2019-20","Atlanta Public Schools","Gideons Elementary School","Teachers","Total",42,41,98
"2019-20","Atlanta Public Schools","Grady High School","Leaders","Not Applicable",6,1,17
"2019-20","Atlanta Public Schools","Grady High School","Teachers","Total",87.2,34.9,40
"2019-20","Atlanta Public Schools","Harper-Archer Elementary School","Leaders","Not Applicable",4,3,75
"2019-20","Atlanta Public Schools","Harper-Archer Elementary School","Teachers","Total",49.8,49.8,98
"2019-20","Atlanta Public Schools","Heritage Academy Elementary","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","Heritage Academy Elementary","Teachers","Total",31.2,16.2,52
"2019-20","Atlanta Public Schools","Hillside Conant School","Leaders","High Poverty",2,1,50
"2019-20","Atlanta Public Schools","Hillside Conant School","Teachers","High Poverty",11,5,45
"2019-20","Atlanta Public Schools","Hillside Conant School","Teachers","Total",11,5,45
"2019-20","Atlanta Public Schools","Humphries Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Atlanta Public Schools","Humphries Elementary School","Teachers","Total",24.1,18.5,77
"2019-20","Atlanta Public Schools","Hutchinson Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","Hutchinson Elementary School","Teachers","Total",33.6,17.1,51
"2019-20","Atlanta Public Schools","Inman Middle School","Leaders","Not Applicable",4,3,75
"2019-20","Atlanta Public Schools","Inman Middle School","Teachers","Total",72,43,60
"2019-20","Atlanta Public Schools","Jackson Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","Jackson Elementary School","Teachers","Total",51.3,15.3,30
"2019-20","Atlanta Public Schools","John Lewis Invictus Academy","Leaders","Not Applicable",5,3,60
"2019-20","Atlanta Public Schools","John Lewis Invictus Academy","Teachers","Total",61,61,98
"2019-20","Atlanta Public Schools","KIPP Atlanta Collegiate Academy","Leaders","High Poverty",6.4,4.4,69
"2019-20","Atlanta Public Schools","KIPP Atlanta Collegiate Academy","Teachers","High Poverty",52.3,29.8,57
"2019-20","Atlanta Public Schools","KIPP Atlanta Collegiate Academy","Teachers","Total",52.3,29.8,57
"2019-20","Atlanta Public Schools","KIPP Soul Primary","Leaders","High Poverty",3.1,3.1,100
"2019-20","Atlanta Public Schools","KIPP Soul Primary","Teachers","High Poverty",9,9,90
"2019-20","Atlanta Public Schools","KIPP Soul Primary","Teachers","Total",9,9,90
"2019-20","Atlanta Public Schools","KIPP Strive Primary","Leaders","High Poverty",5.1,4.1,80
"2019-20","Atlanta Public Schools","KIPP Strive Primary","Teachers","High Poverty",26,21,81
"2019-20","Atlanta Public Schools","KIPP Strive Primary","Teachers","Total",26,21,81
"2019-20","Atlanta Public Schools","KIPP VISION","Leaders","High Poverty",3.1,3.1,100
"2019-20","Atlanta Public Schools","KIPP VISION","Teachers","High Poverty",21.4,15.4,72
"2019-20","Atlanta Public Schools","KIPP VISION","Teachers","Total",21.4,15.4,72
"2019-20","Atlanta Public Schools","KIPP Vision Primary","Leaders","High Poverty",4.6,4.6,100
"2019-20","Atlanta Public Schools","KIPP Vision Primary","Teachers","High Poverty",30,24,80
"2019-20","Atlanta Public Schools","KIPP Vision Primary","Teachers","Total",30,24,80
"2019-20","Atlanta Public Schools","KIPP West Atlanta Young Scholars Academy","Leaders","High Poverty",3.1,2.1,68
"2019-20","Atlanta Public Schools","KIPP West Atlanta Young Scholars Academy","Teachers","High Poverty",23.3,14.3,61
"2019-20","Atlanta Public Schools","KIPP West Atlanta Young Scholars Academy","Teachers","Total",23.3,14.3,61
"2019-20","Atlanta Public Schools","Kimberly Elementary School","Leaders","Not Applicable",3,1,33
"2019-20","Atlanta Public Schools","Kimberly Elementary School","Teachers","Total",33.4,24.8,74
"2019-20","Atlanta Public Schools","Kindezi","Leaders","Not Applicable",6,2,33
"2019-20","Atlanta Public Schools","Kindezi","Teachers","Total",67,46,69
"2019-20","Atlanta Public Schools","Kindezi Old 4th Ward","Leaders","Not Applicable",6,6,100
"2019-20","Atlanta Public Schools","Kindezi Old 4th Ward","Teachers","Total",70,70,99
"2019-20","Atlanta Public Schools","King Middle School","Leaders","Not Applicable",4,0,0
"2019-20","Atlanta Public Schools","King Middle School","Teachers","Total",60,29,48
"2019-20","Atlanta Public Schools","Kipp Strive Academy","Leaders","High Poverty",3.6,3.6,100
"2019-20","Atlanta Public Schools","Kipp Strive Academy","Teachers","High Poverty",28.8,22,76
"2019-20","Atlanta Public Schools","Kipp Strive Academy","Teachers","Total",28.8,22,76
"2019-20","Atlanta Public Schools","Kipp WAYS Primary School","Leaders","High Poverty",4.6,4.6,100
"2019-20","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","High Poverty",27.2,20.2,74
"2019-20","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","Total",27.2,20.2,74
"2019-20","Atlanta Public Schools","Lin Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","Lin Elementary School","Teachers","Total",44.4,15,34
"2019-20","Atlanta Public Schools","Long Middle School","Leaders","Not Applicable",4,1,25
"2019-20","Atlanta Public Schools","Long Middle School","Teachers","Total",51.5,24.5,48
"2019-20","Atlanta Public Schools","M. A. Jones Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","M. A. Jones Elementary School","Teachers","Total",33.7,20.2,60
"2019-20","Atlanta Public Schools","Maynard H. Jackson, Jr. High School","Leaders","Not Applicable",6,2,33
"2019-20","Atlanta Public Schools","Maynard H. Jackson, Jr. High School","Teachers","Total",83.9,47.7,57
"2019-20","Atlanta Public Schools","Mays High School","Leaders","Not Applicable",5,2,40
"2019-20","Atlanta Public Schools","Mays High School","Teachers","Total",83.7,34.1,41
"2019-20","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Leaders","Not Applicable",3,1,33
"2019-20","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Teachers","Total",69.8,51.8,74
"2019-20","Atlanta Public Schools","Miles Elementary School","Leaders","Not Applicable",2.5,1,40
"2019-20","Atlanta Public Schools","Miles Elementary School","Teachers","Total",41,34.5,84
"2019-20","Atlanta Public Schools","Morningside Elementary School","Leaders","Not Applicable",3,2,67
"2019-20","Atlanta Public Schools","Morningside Elementary School","Teachers","Total",63.9,22.1,35
"2019-20","Atlanta Public Schools","North Atlanta High School","Leaders","Not Applicable",6,1,17
"2019-20","Atlanta Public Schools","North Atlanta High School","Teachers","Total",122.9,58.6,48
"2019-20","Atlanta Public Schools","Parkside Elementary School","Leaders","Not Applicable",3,0,0
"2019-20","Atlanta Public Schools","Parkside Elementary School","Teachers","Total",38.6,17,44
"2019-20","Atlanta Public Schools","Perkerson Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Atlanta Public Schools","Perkerson Elementary School","Teachers","Total",37.8,28.8,76
"2019-20","Atlanta Public Schools","Peyton Forest Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Atlanta Public Schools","Peyton Forest Elementary School","Teachers","Total",35.3,22,62
"2019-20","Atlanta Public Schools","Price Middle School","Leaders","Not Applicable",3,2,67
"2019-20","Atlanta Public Schools","Price Middle School","Teachers","Total",34,30,88
"2019-20","Atlanta Public Schools","Rivers Elementary School","Leaders","Not Applicable",2.5,1.5,60
"2019-20","Atlanta Public Schools","Rivers Elementary School","Teachers","Total",54.5,14,26
"2019-20","Atlanta Public Schools","Scott Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Atlanta Public Schools","Scott Elementary School","Teachers","Total",31.1,19.4,62
"2019-20","Atlanta Public Schools","Slater Elementary School","Leaders","Not Applicable",3,3,100
"2019-20","Atlanta Public Schools","Slater Elementary School","Teachers","Total",44,40,91
"2019-20","Atlanta Public Schools","Smith Elementary School","Leaders","Not Applicable",3,3,100
"2019-20","Atlanta Public Schools","Smith Elementary School","Teachers","Total",63.1,20.6,33
"2019-20","Atlanta Public Schools","South Atlanta High School","Leaders","Not Applicable",5,1,20
"2019-20","Atlanta Public Schools","South Atlanta High School","Teachers","Total",60,29.5,49
"2019-20","Atlanta Public Schools","Springdale Park Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Atlanta Public Schools","Springdale Park Elementary School","Teachers","Total",50.5,26.5,52
"2019-20","Atlanta Public Schools","Sutton Middle School","Leaders","Not Applicable",6,2,33
"2019-20","Atlanta Public Schools","Sutton Middle School","Teachers","Total",104.5,54,52
"2019-20","Atlanta Public Schools","Sylvan Hills Middle School","Leaders","Not Applicable",4,2,50
"2019-20","Atlanta Public Schools","Sylvan Hills Middle School","Teachers","Total",42.6,28.6,67
"2019-20","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Teachers","Total",27.1,13.6,50
"2019-20","Atlanta Public Schools","Therrell High School","Leaders","Not Applicable",4,2,50
"2019-20","Atlanta Public Schools","Therrell High School","Teachers","Total",63.9,38.9,61
"2019-20","Atlanta Public Schools","Thomasville Heights Elementary School","Leaders","Not Applicable",2,2,100
"2019-20","Atlanta Public Schools","Thomasville Heights Elementary School","Teachers","Total",36,29,81
"2019-20","Atlanta Public Schools","Toomer Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Atlanta Public Schools","Toomer Elementary School","Teachers","Total",36.4,22.4,62
"2019-20","Atlanta Public Schools","Tuskegee Airman Global Academy","Leaders","Not Applicable",3,2,67
"2019-20","Atlanta Public Schools","Tuskegee Airman Global Academy","Teachers","Total",40.8,22.8,56
"2019-20","Atlanta Public Schools","Wesley International Academy Charter Facility","Leaders","Not Applicable",4,2,50
"2019-20","Atlanta Public Schools","Wesley International Academy Charter Facility","Teachers","Total",71,52,73
"2019-20","Atlanta Public Schools","West Manor Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Atlanta Public Schools","West Manor Elementary School","Teachers","Total",23,7.5,33
"2019-20","Atlanta Public Schools","Westside Atlanta Charter School","Leaders","Not Applicable",1,0,0
"2019-20","Atlanta Public Schools","Westside Atlanta Charter School","Teachers","Total",28.8,22.8,79
"2019-20","Atlanta Public Schools","Woodson Park Academy","Leaders","High Poverty",5.1,5.1,100
"2019-20","Atlanta Public Schools","Woodson Park Academy","Teachers","High Poverty",34.3,31.3,91
"2019-20","Atlanta Public Schools","Woodson Park Academy","Teachers","Total",34.3,31.3,91
"2019-20","Atlanta Public Schools","Young Middle School","Leaders","Not Applicable",4,0,0
"2019-20","Atlanta Public Schools","Young Middle School","Teachers","Total",56.5,38.5,68
"2019-20","Bacon County","Bacon County Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Bacon County","Bacon County Elementary School","Teachers","Total",32,9.5,30
"2019-20","Bacon County","Bacon County High School","Leaders","Not Applicable",2,1,50
"2019-20","Bacon County","Bacon County High School","Teachers","Total",37.5,19.8,53
"2019-20","Bacon County","Bacon County Middle School","Leaders","Not Applicable",2,1,50
"2019-20","Bacon County","Bacon County Middle School","Teachers","Total",36.4,16.9,46
"2019-20","Bacon County","Bacon County Primary School","Leaders","Not Applicable",2,1,50
"2019-20","Bacon County","Bacon County Primary School","Teachers","Total",36.8,6.8,18
"2019-20","Bacon County","Bacon County- All Schools","Leaders","Total",8,3,38
"2019-20","Bacon County","Bacon County- All Schools","Teachers","Total",142.7,46,32
"2019-20","Baker County","Baker County K12 School","Leaders","High Poverty",0.9,0.9,100
"2019-20","Baker County","Baker County K12 School","Teachers","High Poverty",26,15,58
"2019-20","Baker County","Baker County K12 School","Teachers","Total",26,15,58
"2019-20","Baker County","Baker County- All Schools","Leaders","High Poverty",0.9,0.9,100
"2019-20","Baker County","Baker County- All Schools","Leaders","Total",0.9,0.9,100
"2019-20","Baker County","Baker County- All Schools","Teachers","High Poverty",26,15,58
"2019-20","Baker County","Baker County- All Schools","Teachers","Total",26,15,58
"2019-20","Baldwin County","Baldwin County- All Schools","Leaders","High Poverty",16.1,8.6,53
"2019-20","Baldwin County","Baldwin County- All Schools","Leaders","Total",15.6,8.6,55
"2019-20","Baldwin County","Baldwin County- All Schools","Teachers","High Poverty",248.6,113.6,46
"2019-20","Baldwin County","Baldwin County- All Schools","Teachers","Total",248.6,113.6,46
"2019-20","Baldwin County","Baldwin High School","Leaders","High Poverty",4.5,3.5,78
"2019-20","Baldwin County","Baldwin High School","Teachers","High Poverty",67.1,29.1,43
"2019-20","Baldwin County","Baldwin High School","Teachers","Total",67.1,29.1,43
"2019-20","Baldwin County","Lakeview Academy","Leaders","High Poverty",1.6,0.6,38
"2019-20","Baldwin County","Lakeview Academy","Teachers","High Poverty",24.5,24.5,96
"2019-20","Baldwin County","Lakeview Academy","Teachers","Total",24.5,24.5,96
"2019-20","Baldwin County","Lakeview Primary","Leaders","High Poverty",2,0,0
"2019-20","Baldwin County","Lakeview Primary","Teachers","High Poverty",33,33,97
"2019-20","Baldwin County","Lakeview Primary","Teachers","Total",33,33,97
"2019-20","Baldwin County","Midway Hills Academy","Leaders","High Poverty",1.5,0.5,33
"2019-20","Baldwin County","Midway Hills Academy","Teachers","High Poverty",26,26,96
"2019-20","Baldwin County","Midway Hills Academy","Teachers","Total",26,26,96
"2019-20","Baldwin County","Midway Hills Primary","Leaders","High Poverty",2.5,2.5,100
"2019-20","Baldwin County","Midway Hills Primary","Teachers","High Poverty",34,34,97
"2019-20","Baldwin County","Midway Hills Primary","Teachers","Total",34,34,97
"2019-20","Baldwin County","Oak Hill MS","Leaders","High Poverty",4,1.5,38
"2019-20","Baldwin County","Oak Hill MS","Teachers","High Poverty",64,30,47
"2019-20","Baldwin County","Oak Hill MS","Teachers","Total",64,30,47
"2019-20","Banks County","Banks County Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Banks County","Banks County Elementary School","Teachers","Total",46.5,13,28
"2019-20","Banks County","Banks County High School","Leaders","Not Applicable",3.1,2.1,68
"2019-20","Banks County","Banks County High School","Teachers","Total",59.7,23.2,39
"2019-20","Banks County","Banks County Middle School","Leaders","Not Applicable",2.3,1.1,48
"2019-20","Banks County","Banks County Middle School","Teachers","Total",41.6,12,29
"2019-20","Banks County","Banks County Primary School","Leaders","Not Applicable",2.2,1.2,55
"2019-20","Banks County","Banks County Primary School","Teachers","Total",47.5,14.5,31
"2019-20","Banks County","Banks County- All Schools","Leaders","Total",9.6,4.4,46
"2019-20","Banks County","Banks County- All Schools","Teachers","Total",195.3,59.7,31
"2019-20","Barrow County","Apalachee High School","Leaders","Not Applicable",4.8,1.1,24
"2019-20","Barrow County","Apalachee High School","Teachers","Total",115.3,50.3,44
"2019-20","Barrow County","Auburn Elementary School","Leaders","Not Applicable",2.4,1.1,48
"2019-20","Barrow County","Auburn Elementary School","Teachers","Total",54.1,17,31
"2019-20","Barrow County","Barrow County- All Schools","Leaders","Low Poverty",2.4,0,0
"2019-20","Barrow County","Barrow County- All Schools","Leaders","Total",46.9,23.4,50
"2019-20","Barrow County","Barrow County- All Schools","Teachers","Low Poverty",177.9,55.2,31
"2019-20","Barrow County","Barrow County- All Schools","Teachers","Total",949.8,376.2,40
"2019-20","Barrow County","Bear Creek Middle School","Leaders","Not Applicable",2.4,2.4,100
"2019-20","Barrow County","Bear Creek Middle School","Teachers","Total",51,23,45
"2019-20","Barrow County","Bethlehem Elementary School","Leaders","Not Applicable",2.4,1.1,48
"2019-20","Barrow County","Bethlehem Elementary School","Teachers","Total",57.5,29.5,51
"2019-20","Barrow County","Bramlett Elementary School","Leaders","Low Poverty",2.4,0,0
"2019-20","Barrow County","Bramlett Elementary School","Teachers","Low Poverty",49.1,13,27
"2019-20","Barrow County","Bramlett Elementary School","Teachers","Total",49.1,13,27
"2019-20","Barrow County","County Line Elementary School","Leaders","Not Applicable",2.4,0,0
"2019-20","Barrow County","County Line Elementary School","Teachers","Total",45,13,29
"2019-20","Barrow County","Haymon-Morris Middle School","Leaders","Not Applicable",2.4,1.1,48
"2019-20","Barrow County","Haymon-Morris Middle School","Teachers","Total",61.3,40.3,66
"2019-20","Barrow County","Holsenbeck Elementary School","Leaders","Not Applicable",2.4,1.1,48
"2019-20","Barrow County","Holsenbeck Elementary School","Teachers","Total",53.6,20.1,37
"2019-20","Barrow County","Kennedy Elementary School","Leaders","Not Applicable",2.4,0,0
"2019-20","Barrow County","Kennedy Elementary School","Teachers","Total",62.6,24.6,39
"2019-20","Barrow County","Russell Middle School","Leaders","Not Applicable",3,1.1,39
"2019-20","Barrow County","Russell Middle School","Teachers","Total",62.5,33.3,53
"2019-20","Barrow County","Statham Elementary School","Leaders","Not Applicable",2.4,2.4,100
"2019-20","Barrow County","Statham Elementary School","Teachers","Total",57.1,16.5,29
"2019-20","Barrow County","Westside Middle School","Leaders","Not Applicable",2.4,1.1,48
"2019-20","Barrow County","Westside Middle School","Teachers","Total",51.1,32,63
"2019-20","Barrow County","Winder Elementary School","Leaders","Not Applicable",2.4,2.4,100
"2019-20","Barrow County","Winder Elementary School","Teachers","Total",47.1,47.1,98
"2019-20","Barrow County","Winder-Barrow High School","Leaders","Not Applicable",5.4,3.6,67
"2019-20","Barrow County","Winder-Barrow High School","Teachers","Low Poverty",122.3,47.7,39
"2019-20","Barrow County","Winder-Barrow High School","Teachers","Total",122.3,47.7,39
"2019-20","Barrow County","Yargo Elementary School","Leaders","Not Applicable",2.4,2.4,100
"2019-20","Barrow County","Yargo Elementary School","Teachers","Total",60.5,26.5,44
"2019-20","Bartow County","Adairsville Elementary School","Leaders","Not Applicable",2,0,0
"2019-20","Bartow County","Adairsville Elementary School","Teachers","Total",49.5,10.5,21
"2019-20","Bartow County","Adairsville High School","Leaders","Low Poverty",3.8,1,27
"2019-20","Bartow County","Adairsville High School","Teachers","Low Poverty",55.1,24,44
"2019-20","Bartow County","Adairsville High School","Teachers","Total",55.1,24,44
"2019-20","Bartow County","Adairsville Middle School","Leaders","Not Applicable",3,1,33
"2019-20","Bartow County","Adairsville Middle School","Teachers","Total",45,18,40
"2019-20","Bartow County","Allatoona Elementary School","Leaders","Not Applicable",2,1,50
"2019-20","Bartow County","Allatoona Elementary School","Teachers","Total",32.5,13.5,42
"2019-20","Bartow County","Bartow County- All Schools","Leaders","Low Poverty",7.5,3,40
