"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2018-19","Atlanta Public Schools","Kindezi","Teachers","Total",65.5,8.9,14
"2018-19","Atlanta Public Schools","Kindezi Old 4th Ward","Teachers","High Poverty",79.5,13.3,17
"2018-19","Atlanta Public Schools","Kindezi Old 4th Ward","Teachers","Total",79.5,13.3,17
"2018-19","Atlanta Public Schools","King Middle School","Teachers","High Poverty",87,14.7,17
"2018-19","Atlanta Public Schools","King Middle School","Teachers","Total",87,14.7,17
"2018-19","Atlanta Public Schools","Kipp Strive Academy","Teachers","Total",35.8,19.8,55
"2018-19","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","High Poverty",30,11.9,40
"2018-19","Atlanta Public Schools","Kipp WAYS Primary School","Teachers","Total",30,11.9,40
"2018-19","Atlanta Public Schools","Lin Elementary School","Teachers","Low Poverty",60.3,1.3,2
"2018-19","Atlanta Public Schools","Lin Elementary School","Teachers","Total",60.3,1.3,2
"2018-19","Atlanta Public Schools","Long Middle School","Teachers","High Poverty",78,11.5,15
"2018-19","Atlanta Public Schools","Long Middle School","Teachers","Total",78,11.5,15
"2018-19","Atlanta Public Schools","M. A. Jones Elementary School","Teachers","High Poverty",74.5,9.3,13
"2018-19","Atlanta Public Schools","M. A. Jones Elementary School","Teachers","Total",74.5,9.3,13
"2018-19","Atlanta Public Schools","Maynard H. Jackson, Jr. High School","Teachers","High Poverty",155.2,18.3,12
"2018-19","Atlanta Public Schools","Maynard H. Jackson, Jr. High School","Teachers","Total",155.2,18.3,12
"2018-19","Atlanta Public Schools","Mays High School","Teachers","High Poverty",136.3,17.6,13
"2018-19","Atlanta Public Schools","Mays High School","Teachers","Total",136.3,17.6,13
"2018-19","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Teachers","High Poverty",96.8,8.6,9
"2018-19","Atlanta Public Schools","Michael R. Hollis Innovation Academy","Teachers","Total",96.8,8.6,9
"2018-19","Atlanta Public Schools","Miles Intermediate School","Teachers","High Poverty",76,6,8
"2018-19","Atlanta Public Schools","Miles Intermediate School","Teachers","Total",76,6,8
"2018-19","Atlanta Public Schools","Morningside Elementary School","Teachers","Low Poverty",74,4,5
"2018-19","Atlanta Public Schools","Morningside Elementary School","Teachers","Total",74,4,5
"2018-19","Atlanta Public Schools","North Atlanta High School","Teachers","Low Poverty",161.1,24.1,15
"2018-19","Atlanta Public Schools","North Atlanta High School","Teachers","Total",161.1,24.1,15
"2018-19","Atlanta Public Schools","Parkside Elementary School","Teachers","High Poverty",84.6,6.1,7
"2018-19","Atlanta Public Schools","Parkside Elementary School","Teachers","Total",84.6,6.1,7
"2018-19","Atlanta Public Schools","Perkerson Elementary School","Teachers","High Poverty",56.5,4,7
"2018-19","Atlanta Public Schools","Perkerson Elementary School","Teachers","Total",56.5,4,7
"2018-19","Atlanta Public Schools","Peyton Forest Elementary School","Teachers","High Poverty",54.3,0.9,2
"2018-19","Atlanta Public Schools","Peyton Forest Elementary School","Teachers","Total",54.3,0.9,2
"2018-19","Atlanta Public Schools","Price Middle School","Teachers","High Poverty",56,10.8,19
"2018-19","Atlanta Public Schools","Price Middle School","Teachers","Total",56,10.8,19
"2018-19","Atlanta Public Schools","Rivers Elementary School","Teachers","Low Poverty",68,4.4,6
"2018-19","Atlanta Public Schools","Rivers Elementary School","Teachers","Total",68,4.4,6
"2018-19","Atlanta Public Schools","Scott Elementary School","Teachers","High Poverty",64.2,7.7,12
"2018-19","Atlanta Public Schools","Scott Elementary School","Teachers","Total",64.2,7.7,12
"2018-19","Atlanta Public Schools","Slater Elementary School","Teachers","High Poverty",77,4,5
"2018-19","Atlanta Public Schools","Slater Elementary School","Teachers","Total",77,4,5
"2018-19","Atlanta Public Schools","Smith Elementary School","Teachers","Low Poverty",76,3.1,4
"2018-19","Atlanta Public Schools","Smith Elementary School","Teachers","Total",76,3.1,4
"2018-19","Atlanta Public Schools","South Atlanta High School","Teachers","High Poverty",96.6,11.5,12
"2018-19","Atlanta Public Schools","South Atlanta High School","Teachers","Total",96.6,11.5,12
"2018-19","Atlanta Public Schools","Springdale Park Elementary School","Teachers","Low Poverty",54.3,5.8,11
"2018-19","Atlanta Public Schools","Springdale Park Elementary School","Teachers","Total",54.3,5.8,11
"2018-19","Atlanta Public Schools","Sutton Middle School","Teachers","Low Poverty",109,19.4,18
"2018-19","Atlanta Public Schools","Sutton Middle School","Teachers","Total",109,19.4,18
"2018-19","Atlanta Public Schools","Sylvan Hills Middle School","Teachers","High Poverty",60,15.1,25
"2018-19","Atlanta Public Schools","Sylvan Hills Middle School","Teachers","Total",60,15.1,25
"2018-19","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Teachers","High Poverty",64.4,2.9,4
"2018-19","Atlanta Public Schools","The John Hope-Charles Walter Hill Elementary Schools","Teachers","Total",64.4,2.9,4
"2018-19","Atlanta Public Schools","Therrell High School","Teachers","High Poverty",134.1,25.7,19
"2018-19","Atlanta Public Schools","Therrell High School","Teachers","Total",134.1,25.7,19
"2018-19","Atlanta Public Schools","Thomasville Heights Elementary School","Teachers","High Poverty",50,6.9,14
"2018-19","Atlanta Public Schools","Thomasville Heights Elementary School","Teachers","Total",50,6.9,14
"2018-19","Atlanta Public Schools","Toomer Elementary School","Teachers","High Poverty",76.8,3.9,5
"2018-19","Atlanta Public Schools","Toomer Elementary School","Teachers","Total",76.8,3.9,5
"2018-19","Atlanta Public Schools","Towns Elementary School","Teachers","High Poverty",59.5,4.8,8
"2018-19","Atlanta Public Schools","Towns Elementary School","Teachers","Total",59.5,4.8,8
"2018-19","Atlanta Public Schools","Tuskegee Airman Global Academy","Teachers","High Poverty",92,4.2,5
"2018-19","Atlanta Public Schools","Tuskegee Airman Global Academy","Teachers","Total",92,4.2,5
"2018-19","Atlanta Public Schools","Wesley International Academy Charter Facility","Teachers","Total",76,22.9,30
"2018-19","Atlanta Public Schools","West Manor Elementary School","Teachers","High Poverty",43.5,1.4,3
"2018-19","Atlanta Public Schools","West Manor Elementary School","Teachers","Total",43.5,1.4,3
"2018-19","Atlanta Public Schools","Westside Atlanta Charter School","Teachers","Low Poverty",28,5.9,21
"2018-19","Atlanta Public Schools","Westside Atlanta Charter School","Teachers","Total",28,5.9,21
"2018-19","Atlanta Public Schools","Woodson Park Academy","Teachers","High Poverty",74.5,8.5,11
"2018-19","Atlanta Public Schools","Woodson Park Academy","Teachers","Total",74.5,8.5,11
"2018-19","Atlanta Public Schools","Young Middle School","Teachers","High Poverty",118,21.9,19
"2018-19","Atlanta Public Schools","Young Middle School","Teachers","Total",118,21.9,19
"2018-19","Bacon County","Bacon County Elementary School","Teachers","Total",37,1.5,4
"2018-19","Bacon County","Bacon County High School","Teachers","Total",41.8,4.9,12
"2018-19","Bacon County","Bacon County Middle School","Teachers","Total",39.8,7.3,18
"2018-19","Bacon County","Bacon County Primary School","Teachers","Total",45.5,1.6,3
"2018-19","Bacon County","Bacon County- All Schools","Teachers","Total",164,15.2,9
"2018-19","Baker County","Baker County K12 School","Teachers","High Poverty",32,6.2,19
"2018-19","Baker County","Baker County K12 School","Teachers","Total",32,6.2,19
"2018-19","Baker County","Baker County- All Schools","Teachers","High Poverty",32,6.2,19
"2018-19","Baker County","Baker County- All Schools","Teachers","Total",32,6.2,19
"2018-19","Baldwin County","Baldwin County- All Schools","Teachers","High Poverty",212,68,32
"2018-19","Baldwin County","Baldwin County- All Schools","Teachers","Total",361,86.2,24
"2018-19","Baldwin County","Baldwin High School","Teachers","High Poverty",82,30.5,37
"2018-19","Baldwin County","Baldwin High School","Teachers","Total",82,30.5,37
"2018-19","Baldwin County","Lakeview Academy","Teachers","High Poverty",48,11.4,24
"2018-19","Baldwin County","Lakeview Academy","Teachers","Total",48,11.4,24
"2018-19","Baldwin County","Lakeview Primary","Teachers","Total",65.5,9.5,15
"2018-19","Baldwin County","Midway Hills Academy","Teachers","Total",43.5,4.6,11
"2018-19","Baldwin County","Midway Hills Primary","Teachers","Total",38,6.6,17
"2018-19","Baldwin County","Oak Hill MS","Teachers","High Poverty",73,20.6,28
"2018-19","Baldwin County","Oak Hill MS","Teachers","Total",73,20.6,28
"2018-19","Banks County","Banks County Elementary School","Teachers","Total",51.5,0,0
"2018-19","Banks County","Banks County High School","Teachers","Total",66.8,2.4,4
"2018-19","Banks County","Banks County Middle School","Teachers","Total",45.6,1.9,4
"2018-19","Banks County","Banks County Primary School","Teachers","Total",47,0.7,1
"2018-19","Banks County","Banks County- All Schools","Teachers","Total",210.9,5,2
"2018-19","Barrow County","Apalachee High School","Teachers","Total",169.4,7.2,4
"2018-19","Barrow County","Auburn Elementary School","Teachers","Total",60,1.5,2
"2018-19","Barrow County","Barrow County- All Schools","Teachers","Total",1096.3,37.8,3
"2018-19","Barrow County","Bear Creek Middle School","Teachers","Total",55.1,1.4,2
"2018-19","Barrow County","Bethlehem Elementary School","Teachers","Total",59.5,2.1,4
"2018-19","Barrow County","Bramlett Elementary School","Teachers","Total",49,1,2
"2018-19","Barrow County","County Line Elementary School","Teachers","Total",51,1.1,2
"2018-19","Barrow County","Haymon-Morris Middle School","Teachers","Total",58.6,0,0
"2018-19","Barrow County","Holsenbeck Elementary School","Teachers","Total",58.5,3.8,6
"2018-19","Barrow County","Kennedy Elementary School","Teachers","Total",67,1.8,3
"2018-19","Barrow County","Russell Middle School","Teachers","Total",70,3.1,4
"2018-19","Barrow County","Statham Elementary School","Teachers","Total",60.6,1,2
"2018-19","Barrow County","Westside Middle School","Teachers","Total",59.6,3.8,6
"2018-19","Barrow County","Winder Elementary School","Teachers","Total",52,0.9,2
"2018-19","Barrow County","Winder-Barrow High School","Teachers","Total",164.1,8.3,5
"2018-19","Barrow County","Yargo Elementary School","Teachers","Total",61,0.8,1
"2018-19","Bartow County","Adairsville Elementary School","Teachers","Total",51,1,2
"2018-19","Bartow County","Adairsville High School","Teachers","Low Poverty",79.8,7.4,9
"2018-19","Bartow County","Adairsville High School","Teachers","Total",79.8,7.4,9
"2018-19","Bartow County","Adairsville Middle School","Teachers","Total",46,3.8,8
"2018-19","Bartow County","Allatoona Elementary School","Teachers","Total",34,2,6
"2018-19","Bartow County","Bartow County- All Schools","Teachers","Low Poverty",220,22.1,10
"2018-19","Bartow County","Bartow County- All Schools","Teachers","Total",975.5,61.9,6
"2018-19","Bartow County","Cass High School","Teachers","Total",105.5,10.2,10
"2018-19","Bartow County","Cass Middle School","Teachers","Total",59,4.9,8
"2018-19","Bartow County","Clear Creek Elementary School","Teachers","Total",47,7,15
"2018-19","Bartow County","Cloverleaf Elementary","Teachers","Total",56,2.8,5
"2018-19","Bartow County","Emerson Elementary School","Teachers","Total",35.5,2,6
"2018-19","Bartow County","Euharlee Elementary School","Teachers","Total",40.5,0,0
"2018-19","Bartow County","Hamilton Crossing Elementary School","Teachers","Total",42.5,0.4,1
"2018-19","Bartow County","Kingston Elementary School","Teachers","Total",41,1.2,3
"2018-19","Bartow County","Mission Road Elementary School","Teachers","Total",33.3,1.7,5
"2018-19","Bartow County","Pine Log Elementary","Teachers","Total",33.5,1,3
"2018-19","Bartow County","South Central Middle School","Teachers","Total",40.8,5,12
"2018-19","Bartow County","Taylorsville Elementary School","Teachers","Total",37.5,0.9,2
"2018-19","Bartow County","White Elementary School","Teachers","Total",41,1.6,4
"2018-19","Bartow County","Woodland High School","Teachers","Low Poverty",106.7,6.9,6
"2018-19","Bartow County","Woodland High School","Teachers","Total",106.7,6.9,6
"2018-19","Bartow County","Woodland Middle School at Euharlee","Teachers","Total",45,2,4
"2018-19","Ben Hill County","Ben Hill County Middle School","Teachers","Total",58.6,13.2,23
"2018-19","Ben Hill County","Ben Hill County Primary School","Teachers","Total",62.5,2.2,4
"2018-19","Ben Hill County","Ben Hill County- All Schools","Teachers","Total",231.7,32.2,14
"2018-19","Ben Hill County","Ben Hill Elementary School","Teachers","Total",46.8,1.6,3
"2018-19","Ben Hill County","Fitzgerald High School","Teachers","Total",56.8,15.2,27
"2018-19","Berrien County","Berrien Academy Performance Learning Center","Teachers","Total",13.7,1,7
"2018-19","Berrien County","Berrien County- All Schools","Teachers","Total",228,7.2,3
"2018-19","Berrien County","Berrien Elementary School","Teachers","Total",48,3.3,7
"2018-19","Berrien County","Berrien High School","Teachers","Total",57.6,0.3,1
"2018-19","Berrien County","Berrien Middle School","Teachers","Total",52,0.9,2
"2018-19","Berrien County","Berrien Primary School","Teachers","Total",56.8,1.8,3
"2018-19","Bibb County","Academy For Classical Education","Teachers","High Poverty",116,18.9,16
"2018-19","Bibb County","Academy For Classical Education","Teachers","Total",116,18.9,16
"2018-19","Bibb County","Alexander II Magnet School","Teachers","High Poverty",35.6,1.3,4
"2018-19","Bibb County","Alexander II Magnet School","Teachers","Total",35.6,1.3,4
"2018-19","Bibb County","Appling Middle School","Teachers","High Poverty",68,17.5,26
"2018-19","Bibb County","Appling Middle School","Teachers","Total",68,17.5,26
"2018-19","Bibb County","Ballard Hudson Middle School","Teachers","High Poverty",80.1,27,34
"2018-19","Bibb County","Ballard Hudson Middle School","Teachers","Total",80.1,27,34
"2018-19","Bibb County","Bernd Elementary School","Teachers","High Poverty",38,7.9,21
"2018-19","Bibb County","Bernd Elementary School","Teachers","Total",38,7.9,21
"2018-19","Bibb County","Bibb County- All Schools","Teachers","High Poverty",2338,495.3,21
"2018-19","Bibb County","Bibb County- All Schools","Teachers","Total",2384,498.3,21
"2018-19","Bibb County","Brookdale Elementary School","Teachers","High Poverty",43,8.1,19
"2018-19","Bibb County","Brookdale Elementary School","Teachers","Total",43,8.1,19
"2018-19","Bibb County","Bruce Elementary School","Teachers","High Poverty",41,4.4,11
"2018-19","Bibb County","Bruce Elementary School","Teachers","Total",41,4.4,11
"2018-19","Bibb County","Burdell Elementary School","Teachers","High Poverty",57.9,10.4,18
"2018-19","Bibb County","Burdell Elementary School","Teachers","Total",57.9,10.4,18
"2018-19","Bibb County","Carter Elementary School","Teachers","High Poverty",46,6.2,14
"2018-19","Bibb County","Carter Elementary School","Teachers","Total",46,6.2,14
"2018-19","Bibb County","Central High School","Teachers","High Poverty",98.1,33.3,34
"2018-19","Bibb County","Central High School","Teachers","Total",98.1,33.3,34
"2018-19","Bibb County","Hartley Elementary School","Teachers","High Poverty",53.7,11.5,21
"2018-19","Bibb County","Hartley Elementary School","Teachers","Total",53.7,11.5,21
"2018-19","Bibb County","Heard Elementary School","Teachers","High Poverty",57,7.3,13
"2018-19","Bibb County","Heard Elementary School","Teachers","Total",57,7.3,13
"2018-19","Bibb County","Heritage Elementary School","Teachers","High Poverty",62,5,8
"2018-19","Bibb County","Heritage Elementary School","Teachers","Total",62,5,8
"2018-19","Bibb County","Howard High School","Teachers","High Poverty",129.6,22,17
"2018-19","Bibb County","Howard High School","Teachers","Total",129.6,22,17
"2018-19","Bibb County","Howard Middle School","Teachers","High Poverty",87,24.2,28
"2018-19","Bibb County","Howard Middle School","Teachers","Total",87,24.2,28
"2018-19","Bibb County","Ingram/Pye Elementary School","Teachers","High Poverty",39,6.1,16
"2018-19","Bibb County","Ingram/Pye Elementary School","Teachers","Total",39,6.1,16
"2018-19","Bibb County","Lane Elementary School","Teachers","High Poverty",52,8.9,17
"2018-19","Bibb County","Lane Elementary School","Teachers","Total",52,8.9,17
"2018-19","Bibb County","Martin Luther King Jr Elementary School","Teachers","High Poverty",81.9,18.6,23
"2018-19","Bibb County","Martin Luther King Jr Elementary School","Teachers","Total",81.9,18.6,23
"2018-19","Bibb County","Miller Magnet Middle School","Teachers","High Poverty",52,11.9,23
"2018-19","Bibb County","Miller Magnet Middle School","Teachers","Total",52,11.9,23
"2018-19","Bibb County","Northeast High School","Teachers","High Poverty",75.3,22.2,29
"2018-19","Bibb County","Northeast High School","Teachers","Total",75.3,22.2,29
"2018-19","Bibb County","Porter Elementary School","Teachers","High Poverty",38.9,5.5,14
"2018-19","Bibb County","Porter Elementary School","Teachers","Total",38.9,5.5,14
"2018-19","Bibb County","Price Academy","Teachers","High Poverty",8,0.5,7
"2018-19","Bibb County","Price Academy","Teachers","Total",8,0.5,7
"2018-19","Bibb County","Riley Elementary School","Teachers","High Poverty",44,3.1,7
"2018-19","Bibb County","Riley Elementary School","Teachers","Total",44,3.1,7
"2018-19","Bibb County","Rosa Taylor Elementary School","Teachers","High Poverty",70,14.3,20
"2018-19","Bibb County","Rosa Taylor Elementary School","Teachers","Total",70,14.3,20
"2018-19","Bibb County","Rutland High School","Teachers","High Poverty",89.4,22,25
"2018-19","Bibb County","Rutland High School","Teachers","Total",89.4,22,25
"2018-19","Bibb County","Rutland Middle School","Teachers","High Poverty",78.3,18.2,23
"2018-19","Bibb County","Rutland Middle School","Teachers","Total",78.3,18.2,23
